SKU|User|Title|Content|Points|Status|Comment|Date of Review
E1044585|antonia|Fußmatte|"Dear Elbenwald Team, I wanted to ask if the doormat can be placed outside or if it must be placed inside the apartment.

Many warm regards, Antonia"|5.0|1|"Hey Antonia,
you can also place the doormat outside, but since coconut is a natural product, it might weather. Due to rain, prolonged sun exposure, etc., it might not look as nice anymore.
Best regards from the Elbenwald"|2021-01-15 11:45:26
E1031694|Hi|Hä?|"Hello Elbenwald,
I was already surprised by the price compared to Noble Collection. Do you no longer have any cooperation? (I'm writing this here because this is one of the few Horcruxes) Yesterday, the Sword of Gryffindor was still available. Now it's gone. Where is the Gaunt's Ring? Where is the Hogwarts logo blanket? It's a shame, actually! I will now buy the Sword of Gryffindor from Noble Collection (it costs almost €80 less)...
Sorry, Elbenwald.
I actually really like you.
This is not meant to be a hate message.
I'll still get the Diadem, though. :)
Best regards"|5.0|1|"Hi Hi,
our stock was significantly depleted over Christmas. Therefore, some products are currently out of stock, but they will definitely be back soon.
Best wishes from the Elbenwald. :)"|2021-01-15 12:31:07
E1031695|Leonie|Sieht schön aus|Hello, since I've read in the comments that the ring can also be removed, I only have one more question. What is the circumference of the ring? Approximately 62-63mm?|5.0|1|"Hello Leonie,
I just checked in a ring size chart and if the diameter is 20mm, then the ring size is 63. If that's what you meant, it should fit.
Best wishes from the Elven Forest. :)"|2021-01-15 15:42:24
E1031694|Hi|Antwort|"Hi Ebenwald,

Thank you for your response. I mean that it doesn't say ""out of stock,"" but rather that the products aren't being displayed at all anymore."|5.0|1|"Hi Hi,
the tiara should be available again from March.
Best wishes from the Elvenwood. :)"|2021-01-16 09:42:59
E1055778|Rose|Frage|If you order three, will you get three different ones or can Niffler appear twice? Best regards.|5.0|1|"Hello Rose,
the allocation is random, but I wish you lots of luck in getting all three colors.
Best wishes from the Elvenwood. :)"|2021-01-16 10:54:53
E1064150|Babsi|Schlechte Qualität leider...|A beautiful glass, but apparently only for viewing. After the first wash (NO dishwasher), most of the red print has already come off. Unfortunately, a bad purchase.|1.0|1|"Hi Babsi,
that's really a shame and it shouldn't be like this. You're welcome to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_self"">customer support</a> and then we'll look together at what we can do. There will certainly be a solution. :-)
Best wishes from Elbenwald!"|2021-01-16 19:27:26
E1057047|Helene|Leider enttäuscht |"The jacket looks super new. But unfortunately, the letters come off after just two washes.

I give 3 stars because the customer service and shipping from Elbenwald are simply excellent."|2.0|1|"Hi Helene,
that's really a shame and it shouldn't be like this. If you've already contacted our customer service regarding your issue, then everything is fine. Otherwise, you're welcome to send a message to our <a href=""https://www.elbenwald.de/Kontaktformular"">customer support</a> and then we'll see together what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-17 10:53:56
E1001652|Franzi|Frage|"Hi, I would like to buy the wand, but I read everywhere that the color fades. If that happens, can you return or exchange the wand?
However, I don't know where else to get good wands.
Best regards, Franzi"|5.0|1|"Hello Franzi,
if the colors really start to fade after just a few days, you can feel free to write to our customer service and we will surely find a solution. I myself have only heard that if you really use it constantly, the tip at the front may fade.
Best regards from the Elbe Forest. :)"|2021-01-17 14:37:14
E1044311|Hermine Granger|Kleine Frage|"I would like to buy Queenie's wand, but I'm not sure whether I should go for the Ollivander or the Blister Edition. I wanted to ask if there is any difference between the Ollivander and the Blister Edition (apart from the packaging). Specifically, whether the wands are the same or not. I would greatly appreciate a response ;-)

Best regards, Hermione"|5.0|1|"Hello Hermione Granger,
the wands themselves are completely identical, only the packaging differs. If the pure wand is sufficient for you, I recommend the blister version. If you want to present it or collect it, I recommend the Ollivander version.
Best regards from the Elven Forest. :)"|2021-01-18 17:04:54
E1001652|Mad eye Moody |Filiale geschlossen?|I wanted to ask if the branch in Bremen has been closed due to the coronavirus?|5.0|1|"Hello Mad-Eye Moody,
yes, the branch is currently closed due to Corona.
Best regards from the Elvenwood. :)"|2021-01-19 08:39:59
E1053045|harry |Frage an Elbenwald|When will the time turner be available again approximately? I actually wanted to give it as a Christmas present, but unfortunately, it has been sold out since November.|4.0|1|"Hi Harry,
the good piece is expected to be available again from the end of January/beginning of February.
Best regards from the Elven Forest. :)"|2021-01-19 16:22:03
E1001652|HPFan|FRAGE|Hey, I often read that the color fades quickly, can you exchange the rod in such cases? Please answer!!!|5.0|1|"Hello HPFan,
if the color really fades after just a few days, you can feel free to contact customer service and they will surely find a solution.
Best regards from the Elvenwood. :)"|2021-01-19 18:22:49
E1060408|ginni 2.0|Gryffindor design |Is there also a Gryffindor design? A friend of mine has the Ravenclaw one and I'm very excited about it, unfortunately there isn't one for my house.|5.0|1|"Hello ginni 2.0,

actually, the wall clock is also available in Gryffindor design. Unfortunately, it is currently out of stock.

Best regards from the Elvenwood. :)"|2021-01-19 18:36:18
E1019511|Lea|Frage|When will the wand be available again in the character edition? lg|5.0|1|"Hello Lea,
he should be available again from mid-February.
Best regards from the Elbenwald. :)"|2021-01-19 18:52:13
E1061801|Eva|will haben tun|When is he back? :(|5.0|1|"Hi Eva,
the figure is expected to be available again with us from mid-February.
Best regards from the Elven Forest. :)"|2021-01-19 22:45:59
E1056158|TODESSER   20 1 2021|SIET ...|NICE OUT BUT WHEN LOVE ELBENWALD DO YOU CRY AGAIN FENRIR GREYBACK|5.0|1|"Hello TODESSER 20 1 2021,
unfortunately, this wand is no longer available from us.
Best wishes from the Elvenwood. :)"|2021-01-20 07:32:16
E1016172|TODESSER   20 1 2021|DAS...|IT'S DEFINITELY MOLLY WEASLEY'S WAND !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!|5.0|1|"Hello TODESSER 20 1 2021,
the two wands really look damn similar, but this is actually Lucius Malfoy's wand. It's kind of his spare wand.
Best wishes from the Elven Forest. :)"|2021-01-20 07:37:33
E1037106|Rafael|Frage?|When could the sword be available again because I have already saved for 2 months and then I couldn't buy it.|5.0|1|"Hello Rafael,
the sword should be back in stock with us next week.
Best wishes from the Elvenwood. :)"|2021-01-20 08:22:40
E1064837|Mareike|Schlechte Qualität|The service from Elbenwald was, as always, quick and the item was well packaged, unfortunately the product quality leaves much to be desired. I sort the puzzle pieces to make it easier to find specific pieces, and in the process, I found 2 broken pieces. Although I was able to glue them well, it is the manufacturer's responsibility to ensure that such things do not happen. Therefore, I cannot give a 5-star rating.|3.0|1|"Hello Mareike,
that's really a shame and it shouldn't be like this. You can feel free to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll look together at what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-20 09:42:53
E1031385|Ylenia |Hufflepuff |A really nice addition to my uniform. Fits well and isn't too short. But I have a question... It leaves lint on my shirt when I wear it. Can I prevent this without damaging it??|5.0|1|"Hello Ylenia,
unfortunately, I don't have a secret trick up my sleeve. I would try to remove the worst of it with a lint roller. Maybe that's enough.
Best wishes from the Elven Forest. :)"|2021-01-20 12:09:57
E1011383|TODESSER   20 1 2021|WARUM...|SIT LIKE A SNAIL|5.0|1|"Hey, I think the snail shape of the wand is inspired by Professor Slughorn's name. Snail means ""slug"" in English. :-) Best wishes from the Forbidden Forest!"|2021-01-20 20:38:30
E1058876|Julia|Verfügbarkeit Größe 146/152|I regularly check in on his December, unfortunately no update on the available sizes so far. Do you already have an idea when the hoodie in size 146/152 will be available again?|5.0|1|Hi Julia, we have already reordered the hoodie in the sold-out sizes. Something should arrive in the next few weeks. :-) Best wishes from Elbenwald!|2021-01-21 08:36:48
E1063155|Luna Lovegood|Frage |How long is the rod|5.0|1|"Hey Luna Lovegood,
the wand is 175cm long.
Best wishes from the Elf Forest. :)"|2021-01-21 10:49:32
E1054659|Michelle|Schlechte Qualität|Unfortunately, after the first hand wash, the family crest or the lettering has already come off. Very unfortunate.|1.0|1|"Hello Michelle,
that's really a shame and it shouldn't be like this. You can feel free to send us a message to our <a href=""https://www.elbenwald.de/Kontaktformular"" target=""_blank"">customer support</a> and then we'll look together at what we can do. There will certainly be a solution. :-)
Best regards from Elbenwald!"|2021-01-21 12:42:56
